impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K22-145437,A662152,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2426088,LOST,Lucid,Dog,Over 1 year<p/>,Male,Pit Bull,Black,"Apr 13, 2022",Date Lost,45TH  & PACIFIC,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2426088,Image Copyright HLP Inc. 2022,"Description: He is 1 year old, black looks brown in the light  , with a white chest , hes 100 lbs <p/>Age: Over 1 year<p/>Location Lost: 45th & pacific, Tacoma WA  98418<p/>Lost Date: 2022-04-13<p/>",
K22-145545,A662478,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Dog,NO AGE,Female,Pit Bull / Mix,Blue / White,"Apr 24, 2022",Received on,28000 block of  55TH AVE S,AUBURN,WA,98001,KING COUNTY,,,,Image Copyright HLP Inc. 2022,Received on: 2022-04-24<p/> Found Near: 28000 block of  55TH AVE S<p/> Description: Blue / White Female Pit Bull / Mix Dog<p/> Age: NO AGE<p/>,
K22-146275,A664318,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Male,Domestic Mediumhair,Brn Tabby,"May 17, 2022",Received on,10900 block of  SE 256TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664318,Image Copyright HLP Inc. 2022,Received on: 2022-05-17<p/> Found Near: 10900 block of  SE 256TH ST<p/> Description: Brn Tabby Male Domestic Mediumhair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-146325,A664431,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664431,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jawsome,Dog,NO AGE,Male,Pit Bull,Fawn / White,"May 18, 2022",Received on,8500 block of  132ND AVE NE,KIRKLAND,WA,98033,KIRKLAND,47.680579,-122.164892,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664431,Image Copyright HLP Inc. 2022,"Received on: 2022-05-18<p/> Found Near: 8500 block of  132ND AVE NE<p/> Description: Fawn / White Male Pit Bull Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-145436,A662147,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2426061,LOST,Jynx,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Apr 16, 2022",Date Lost,NE  20TH ST NORTHUP WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2426061,Image Copyright HLP Inc. 2022,"Description: Tortoise shell calico, 3 years old, smaller in size<p/>Age: Over 1 year<p/>Location Lost: Ne 20th st northup way, Bellevue WA  98005<p/>Lost Date: 2022-04-16<p/>",
K22-146083,A663834,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A663834,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Caucfield,Cat,4 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,"May 11, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663834,Image Copyright HLP Inc. 2022,"Received on: 2022-05-11<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 4 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Caucfield and I am available for adoption.<p/><p/>I was brought in by my previous owner on 5/11/22 because they were moving out of state. I lived in a home with a small dog. My previous owner described me as calm, vocal, friendly, and playful.<p/><p/> I am an independent kitty who likes to do my own thing!<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K22-145949,A663498,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A663498,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Chunky 2 Toes,Dog,1 YEAR,Neutered Male,American Bulldog / Mix,White / Black,"May 07, 2022",Received on,8200 block of  AMES LAKE CARNATION RD NE,CARNATION,WA,98014,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663498,Image Copyright HLP Inc. 2022,"Received on: 2022-05-07<p/> Found Near: 8200 block of  AMES LAKE CARNATION RD NE<p/> Description: White / Black Neutered Male American Bulldog / Mix Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K22-146267,A664301,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,8 WEEKS,Female,Domestic Mediumhair,Seal Pt,"May 17, 2022",Received on,26400 block of  164TH AVE SE,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664301,Image Copyright HLP Inc. 2022,Received on: 2022-05-17<p/> Found Near: 26400 block of  164TH AVE SE<p/> Description: Seal Pt Female Domestic Mediumhair Cat<p/> Age: 8 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-145864,A663272,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2432884,LOST,Penny,Dog,Over 1 year<p/>,Female,Labrador Retriever,Unknown,"May 04, 2022",Date Lost,70TH  AND 122ND,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2432884,Image Copyright HLP Inc. 2022,"Description: Older, skinny, reddish blonde lab mix with sweet personality and gray muzzle. She may have Lost her collar but is microchipped! <p/>Age: Over 1 year<p/>Location Lost: 70th and 122nd, Kirkland WA  98033<p/>Lost Date: 2022-05-04<p/>",
K22-146224,A664164,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2437900,LOST,Carvon,Cat,Over 1 year<p/>,Female,Domestic Longhair,Unknown,"May 13, 2022",Date Lost,V  ST NW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2437900,Image Copyright HLP Inc. 2022,"<p/>Age: Over 1 year<p/>Location Lost: V st NW, Auburn WA  98001<p/>Lost Date: 2022-05-13<p/>",
K22-146326,A664437,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2439368,LOST,Reign,Dog,Under 1 year<p/>,Female,American Pit Bull Terrier,Black,"May 17, 2022",Date Lost,FREEWAY  NORTHBOUND MLK EXIT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2439368,Image Copyright HLP Inc. 2022,"Description: Black/brown with a withe patch on neck. <p/>Age: Under 1 year<p/>Location Lost: Freeway northbound MLK exit , Seattle WA  98118<p/>Lost Date: 2022-05-17<p/>",
K22-145638,A662674,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2429339,LOST,Rocco,Dog,Over 1 year<p/>,Male,Rottweiler,Black,"Apr 26, 2022",Date Lost,27800 block of  SE 264TH ST,RAVENSDALE,WA,98051,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2429339,Image Copyright HLP Inc. 2022,"Description: 19 month old Rottweiler.  He is intact .not chipped and does not have a collar. Very sweet dog.<p/>Age: Over 1 year<p/>Location Lost: 27815 SE 264th st, Ravensdale WA  98051<p/>Lost Date: 2022-04-26<p/>",
K22-146308,A664374,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2439026,LOST,Maggie,Dog,Over 1 year<p/>,Female,English Springer Spaniel,Unknown,"May 16, 2022",Date Lost,151ST  STREET AND KELLY ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2439026,Image Copyright HLP Inc. 2022,"Description: Maggie is 15 years old and fairly deaf and maybe can't see very well. She did not have a collar on. Her tail is docked and her ears are pointed and trimmed.  She has a ""curlicue"" on the top of her head.  She is brown and white.<p/>Age: Over 1 year<p/>Location Lost: 151st Street and Kelly Road, Duvall WA  98019<p/>Lost Date: 2022-05-16<p/>",
K22-145966,A663534,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2434649,LOST,Candy,Dog,Over 1 year<p/>,Female,Shih Tzu,White,"May 07, 2022",Date Lost,141ST  AND JUANITA DRIVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2434649,Image Copyright HLP Inc. 2022,"Description: White with Grey & tan markings. Microchipped, red collar with tag.<p/>Age: Over 1 year<p/>Location Lost: 141st and Juanita Drive, Kirkland WA  98034<p/>Lost Date: 2022-05-07<p/>",
K22-146210,A664141,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,7 WEEKS,Male,Domestic Longhair,Black,"May 15, 2022",Received on,7500 block of  NE BOTHELL WAY,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664141,Image Copyright HLP Inc. 2022,Received on: 2022-05-15<p/> Found Near: 7500 block of  NE BOTHELL WAY<p/> Description: Black Male Domestic Longhair Cat<p/> Age: 7 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-145223,A661248,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2421613,LOST,Fezzik,Dog,Over 1 year<p/>,Male,Labrador Retriever,Brown,"Apr 10, 2022",Date Lost,4900 block of  239TH ST SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2421613,Image Copyright HLP Inc. 2022,"Description: Light brown/gold lab/pit mix, 60 pounds, about 25 inches high, neutered male named Fezzik. He's got an intact tail and ears, brown eyes, escaped from his collar in Mountlake Terrace. Last seen at 236th ST SW and 49th in Mountlake Terrace, just north of the Shoreline border.<p/>Age: Over 1 year<p/>Location Lost: 4903 239th St SW, Mountlake Terrace WA  98043<p/>Lost Date: 2022-04-10<p/>",
K22-146242,A664238,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664238,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Chispita,Dog,1 YEAR,Spayed Female,Australian Cattle Dog / Mix,Blue Tick / Brown,"May 16, 2022",Received on,3900 block of  S 275TH PL,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664238,Image Copyright HLP Inc. 2022,"Received on: 2022-05-16<p/> Found Near: 3900 block of  S 275TH PL<p/> Description: Blue Tick / Brown Spayed Female Australian Cattle Dog / Mix Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K22-146079,A663829,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,10 WEEKS,Female,Domestic Longhair,Gray,"May 11, 2022",Received on,28500 block of  46TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663829,Image Copyright HLP Inc. 2022,Received on: 2022-05-11<p/> Found Near: 28500 block of  46TH AVE S<p/> Description: Gray Female Domestic Longhair Cat<p/> Age: 10 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-145542,A662475,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2428038,In Public Home,Cari Stuart,Dog,Unknown<p/>,Male,Maltese,Unknown,"Apr 24, 2022",Date Found,155TH  PL SE AND 307TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2428038,Image Copyright HLP Inc. 2022,"Description: Small, male, terrier type dog Found. <p/>Age: Unknown<p/>Found Near: 155th PL SE and 307th, Kent WA  98042<p/>Found Date: 2022-04-24<p/>",
K22-145389,A661919,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2424955,LOST,Yogi,Dog,Over 1 year<p/>,Male,Siberian Husky,White,"Apr 18, 2022",Date Lost,13700 block of  SOUTHEAST 202ND PLACE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2424955,Image Copyright HLP Inc. 2022,"Description: Male Siberian husky. Around 6 years old. 60 pounds. One brown eye and one blue eye. Red collar <p/>Age: Over 1 year<p/>Location Lost: 13711 Southeast 202nd Place, Kent WA  98042<p/>Lost Date: 2022-04-18<p/>",
K22-145382,A661896,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2424766,In Public Home,Unknown,Dog,Over 1 year<p/>,Female,Australian Shepherd,Brown,"Apr 17, 2022",Date Found,44TH  AVE S AND S 116TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2424766,Image Copyright HLP Inc. 2022,"Description: Older smaller female German Shepard Aussie mix ? Will check tomorrow for chip<p/>Age: Over 1 year<p/>Found Near: 44th ave S and S 116th st, Seattle WA  98178<p/>Found Date: 2022-04-17<p/>",
K22-146279,A664324,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Female,Domestic Shorthair,Calico,"May 17, 2022",Received on,16300 block of  42ND AVE S,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664324,Image Copyright HLP Inc. 2022,Received on: 2022-05-17<p/> Found Near: 16300 block of  42ND AVE S<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-145845,A663237,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2432674,LOST,Azabache,Cat,Over 1 year<p/>,Male,Bombay,Unknown,"May 03, 2022",Date Lost,SE  160TH ST AND 129 SE ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2432674,Image Copyright HLP Inc. 2022,"Description: Black cat, with green collar and pet name on a medal. He is shy with strangers and do not interact with other animals, although he is curious about them. Mostly indoor cat. He usually goes out only when he sees us in the yard. <p/>Age: Over 1 year<p/>Location Lost: Se 160th st and 129 se st, Renton WA  98058<p/>Lost Date: 2022-05-03<p/>",
K22-145732,A623052,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Baby Girl,Dead Cat,14 YEARS 6 MONTHS,Spayed Female,Domestic Shorthair,Gray Tabby,"Apr 29, 2022",Received on,20700 block of  113TH PL SE,KENT,WA,98031,KENT,,,,Image Copyright HLP Inc. 2022,Received on: 2022-04-29<p/> Found Near: 20700 block of  113TH PL SE<p/> Description: Gray Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 14 YEARS 6 MONTHS<p/>,
K22-145755,A662979,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2430896,LOST,Zim,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Brown,"Apr 14, 2022",Date Lost,35TH  AVE NE & NE 134TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2430896,Image Copyright HLP Inc. 2022,"Description: Medium hair (many shades of) brown tabby, maybe some Maine Coon? Long bodied, fluffy tail. Black paw pads, yellow/green eyes, no white, but lighter fur under his nose and chin, and some on his ruff and underside. 11 lbs, neutered, vaccinated, though due for more rabies shots in June. Microchipped, no collar.<p/>Age: Over 1 year<p/>Location Lost: 35th Ave NE & NE 134th St, Seattle WA  98125<p/>Lost Date: 2022-04-14<p/>",
K22-146031,A663723,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,9 WEEKS,Female,Domestic Shorthair,Brn Tabby,"May 10, 2022",Received on,4600 block of  S 170TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663723,Image Copyright HLP Inc. 2022,Received on: 2022-05-10<p/> Found Near: 4600 block of  S 170TH ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-145424,A662113,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2425773,LOST,Chewy,Dog,Over 1 year<p/>,Female,Pomeranian,Brown,"Apr 10, 2022",Date Lost,104TH  STREET AND 192ND STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2425773,Image Copyright HLP Inc. 2022,"Description: Havenese - Pomeranian mix with carmel brown hair and fur. White patch on chest and white paws up 2 inches on legs from paws. White belly with pinkish skin on belly. Tail that curls upwards that is brown with white hair on tip and white highlights.  Corners of her eyes get brown matter buildup and need cleaning daily. She is 11 years old with some of her teeth being brown. Had appointment for scaling teeth to clean. Please help us find and return Chewy to her home. <p/>Age: Over 1 year<p/>Location Lost: 104th Street and 192nd Street, Renton WA  98055<p/>Lost Date: 2022-04-10<p/>",
K22-145594,A662550,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2428622,LOST,Ehan Winters,Cat,Under 1 year<p/>,Female,Domestic Shorthair,Black,"Apr 22, 2022",Date Lost,25400 block of  47TH PL S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2428622,Image Copyright HLP Inc. 2022,"Description: She is a black and white cat with a white mustache and a pink collar around her neck with a bell she is real friendly <p/>Age: Under 1 year<p/>Location Lost: 25415 47th Pl s, Kent WA  98032<p/>Lost Date: 2022-04-22<p/>",
K22-146009,A663672,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Bird,3 YEARS,Unknown,Goose,Gray / Black,"May 09, 2022",Received on,,,,,KING COUNTY,,,,Image Copyright HLP Inc. 2022,Received on: 2022-05-09<p/> Found Near:  <p/> Description: Gray / Black Unknown Goose Bird<p/> Age: 3 YEARS<p/>,
K22-145494,A662331,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2427042,LOST,Jack,Dog,Over 1 year<p/>,Male,German Shepherd,Brown,"Apr 22, 2022",Date Lost,5TH  AVE SW AND TACOMA BLVD S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2427042,Image Copyright HLP Inc. 2022,"Description: Jack is a german shepherd husky mix and he is very nice.  He has german shepherd coloring but a more husky like coat.  He has brown eyes and he has a hotspot we are treating under his left front armpit.  He is wearing a blue collar with a blue bandana. His tags fell off of it so they are not there.  He is up to date on all his shots and was seen at sumner vet on Wednesday 4/20/22 .  He just turned 1 year old<p/>Age: Over 1 year<p/>Location Lost: 5th Ave SW and tacoma blvd s, Pacific WA  98047<p/>Lost Date: 2022-04-22<p/>",
K22-146028,A663710,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,7 WEEKS,Male,Domestic Shorthair,Gray / White,"May 10, 2022",Received on,300 block of,,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663710,Image Copyright HLP Inc. 2022,Received on: 2022-05-10<p/> Found Near: 300 block of <p/> Description: Gray / White Male Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-146080,A663830,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,10 WEEKS,Male,Domestic Shorthair,Brn Tabby,"May 11, 2022",Received on,28500 block of  46TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663830,Image Copyright HLP Inc. 2022,Received on: 2022-05-11<p/> Found Near: 28500 block of  46TH AVE S<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-146186,A664079,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2437401,LOST,Bugs,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"May 08, 2022",Date Lost,125TH  AVE SE / 124TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2437401,Image Copyright HLP Inc. 2022,"Description: Gray striped shorthair<p/>Age: Over 1 year<p/>Location Lost: 125th Ave Se / 124th, Kent WA  98030<p/>Lost Date: 2022-05-08<p/>",
K22-145690,A662827,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2430084,In Public Home,Eric Mulhern,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"Apr 28, 2022",Date Found,28TH  AVE NE & 160TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2430084,Image Copyright HLP Inc. 2022,"Description: Male adult orange and white, no collar, no microchip, neutered.<p/>Age: Over 1 year<p/>Found Near: 28th Ave NE & 160th, Seattle WA  98155<p/>Found Date: 2022-04-28<p/>",
K22-145617,A662614,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2429008,LOST,Stella,Cat,Over 1 year<p/>,Female,Norwegian Forest Cat,Unknown,"Apr 25, 2022",Date Lost,COUGAR  MOUNTAIN DR AND 173RD AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2429008,Image Copyright HLP Inc. 2022,"Description: Grey cat with green/yellow eyes has a hair cut like a lion cut. <p/>Age: Over 1 year<p/>Location Lost: Cougar Mountain Dr  and 173rd Ave SE, Issaquah WA  98027<p/>Lost Date: 2022-04-25<p/>",
K22-145388,A661918,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2424952,LOST,Yogi Walker,Dog,Over 1 year<p/>,Male,Siberian Husky,Unknown,"Apr 18, 2022",Date Lost,13700 block of  SE 202ND PL,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2424952,Image Copyright HLP Inc. 2022,"Description: He has one blue eye and one blue eye.<p/>Age: Over 1 year<p/>Location Lost: 13711 SE 202nd Pl, Kent WA  98042-3039<p/>Lost Date: 2022-04-18<p/>",
K22-146217,A664150,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A664150,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ringo,Dog,3 YEARS,Neutered Male,Pit Bull,Black / White,"May 15, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664150,Image Copyright HLP Inc. 2022,"Received on: 2022-05-15<p/> Description: Black / White<p/>  Neutered Male Pit Bull Dog<p/> Age: 3 YEARS<p/> Adoption Fee: $150.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ringo and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 05/14/22.<p/><p/>I am a very smart dog! At the shelter I am practicing how to ""sit"", ""come"", ""down"" and ""drop it""<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have noticed that I seem to do well with other [small dogs/large dogs]. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>",GREEN
K22-146099,A657732,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A657732,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Valentine,Rat,NO AGE,Male,Rat,Brown / White,"May 11, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A657732,Image Copyright HLP Inc. 2022,"Received on: 2022-05-11<p/> Description: Brown / White<p/>  Male Rat Rat<p/> Age: NO AGE<p/> Adoption Fee: $5.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Valentine and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on February 10th, 2022.<p/><p/>My personality color is BLUE. I am a gentle and loving rat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
